link,edition,track,location,hashtag,date,session,day,hour,categories
https://ona13.journalists.org/sessions/online-code-of-ethics/,2013,Interactive,International 8,#ona13ethics,Thursday - 2:45 PM - 3:45 PM,Online Ethics,Thursday,"NA","ethics, web"
NA,2008,Multimedia Learning Lab,Massachusetts Room,NA,NA,Your First Facebook API,NA,"NA","facebook, API, programming"
https://ona17.journalists.org/sessions/facebooklive/,2017,"Audio, Video, Photo + Immersive Track",Delaware Suite,#ONA17fblive,Saturday – 11:30 AM – 12:30 PM,Dos and Don’ts for Facebook Live,Saturday,"NA","facebook, facebook live, video"
https://ona17.journalists.org/sessions/sponsored3/,2017,Newsgathering Tools + Techniques Track,Virginia A+B,#ONA17fb,Thursday – 3:30 PM – 4:30 PM,Creating and Capturing Value on Facebook [Sponsored],Thursday,"NA","facebook, tools"
https://ona17.journalists.org/sessions/factchecking/,2017,Newsgathering Tools + Techniques Track,Maryland A+B,#ONA17govcheck,Friday – 3:30 PM – 4:30 PM,Innovations in Fact-Checking Your Government,Friday,"NA",fact-checking
NA,2008,My Digital Beat,Federal B Room,NA,NA,Free Fact-Checking Online,NA,"NA",fact-checking
https://ona17.journalists.org/sessions/sponsored1/,2017,Newsgathering Tools + Techniques Track,Virginia A+B,#ONA17factcheck,Thursday – 11:00 AM – 12:00 PM,"Fact Checking: One Year Into the Fact Check Markup, and Just Getting Started [Sponsored - Google]",Thursday,"NA",fact-checking
https://ona15.journalists.org/sessions/factchecking/,2015,Newsgathering Tools + Techniques Track,Westwood Room,#ONA15factcheck,Friday - 1:30 PM - 3:00 PM,Journalism Fact-Checking 101 for the 2016 Elections,Friday,"NA","fact-checking, elections"
https://ona17.journalists.org/sessions/wednesdaysponsoredsession/,2017,Newsgathering Tools + Techniques Track,Virginia A+B,#ONA17misinfo,Wednesday – 6:30 PM – 8:00 PM,"Disrupting the Misinformation Network, Hosted by Storyful [Sponsored]",Wednesday,"NA",fake news
https://ona15.journalists.org/sessions/mjbear/,2015,Newsgathering Tools + Techniques Track,Malibu Room,#mjbearfellows,Thursday - 4:30 PM - 5:30 PM,MJ Bear Fellows Take Center Stage,Thursday,"NA",ONA
https://ona16.journalists.org/sessions/mjbear/,2016,Career Building Track,Mineral Rooms D+E,#mjbearfellows,Thursday - 11:30 AM - 12:30 PM,Early-Career Tips From our MJ Bear Fellows,Thursday,"NA",ONA
http://journalists.org/2007conference/archives/000775.php,2007,NA,NA,NA,NA,Special CBC News Forum: The Future of the Future of News,NA,"NA",trends
https://ona17.journalists.org/sessions/freelancesurvivalskills/,2017,Career Building Track,Maryland A+B,#ONA17freelance,Saturday – 4:00 PM – 5:00 PM,"Hunting, Gathering and Accounting: Freelance Survival Skills",Saturday,"NA",freelancing
http://journalists.org/2007conference/archives/000755.php,2007,NA,NA,NA,NA,Knight Innovation Seminar,NA,"NA",funding
NA,2008,NA,South America Room,NA,NA,Knight Grant Program,NA,"NA",funding
http://journalists.org/2007conference/archives/000744.php#publishing,2007,NA,NA,NA,NA,The Future of Publishing,NA,"NA",trends
http://journalist.org/2006conference/archives/000573.php#youth,2006,NA,NA,NA,NA,Media futures,NA,"NA",trends
https://ona16.journalists.org/sessions/10techtrends/,2016,Newsgathering Tools + Techniques Track,Centennial Ballrooms D+E,#ONA16trends,Saturday - 10:00 AM - 11:00 AM,10 Tech Trends in Journalism,Saturday,"NA",trends
https://ona13.journalists.org/sessions/10-tech-trends/,2013,Solo,Ballroom B,#10techtrends,Friday - 10:30 AM - 11:30 AM,10 Tech Trends For Journalists,Friday,"NA",trends
https://ona15.journalists.org/sessions/10techtrends/,2015,Newsgathering Tools + Techniques Track,Los Angeles Room,#ONA15trends,Saturday - 3:30 PM - 4:30 PM,Tech Trends in Journalism,Saturday,"NA",trends
https://ona12.journalists.org/sessions/its-not-all-fun-and-games/,2012,General Session,Bayview A-B,#ONA12games,Saturday - 10:15 am,It’s Not All Fun and Games,Saturday,10:15:00,games
http://journalists.org/2007conference/archives/000744.php#readers,2007,NA,NA,NA,NA,Using Serious Games to Engage Readers-,NA,"NA",games
https://ona15.journalists.org/sessions/gamedesign/,2015,Teaching + Training Track,Constellation Ballroom I,#ONA15games,Friday - 3:30 PM - 4:30 PM,What Journalists Can Learn from Game Designers,Friday,"NA",games
NA,2008,NA,South America Room,NA,NA,Playing the News,NA,"NA",games
https://ona13.journalists.org/sessions/bring-your-social-game-to-the-pro-level/,2013,Workshop,Ballroom C,#prolevelsocial,Thursday - 2:45 PM - 3:45 PM,Bring Your Social Game to the Pro Level,Thursday,"NA","games, social"
https://ona16.journalists.org/sessions/fridaykeynote/,2016,Keynote Track,Centennial Ballrooms,#ONA16keynote,Friday - 5:00 PM - 6:00 PM,KEYNOTE: Do We Need a Bechdel Test for News? How Inclusiveness and Credibility Can Expand Coverage,Friday,"NA","gender, diversity, media criticism"
NA,2008,NA,Presidential Ballroom,NA,NA,GENERAL SESSION: ONA membership meeting,NA,"NA",general session
https://ona13.journalists.org/sessions/git-for-journalists/,2013,Interactive,International 10,#forjournalism,Thursday - 10:00 AM - 1:00 PM,[For Journalism] Git for Journalists,Thursday,"NA","git, programming"
https://ona13.journalists.org/sessions/timeline-js/,2013,Workshop,403,#ona13timeline,Friday - 10:30 AM - 11:30 AM,Make beautiful responsive timelines with a Google Doc. Seriously.,Friday,"NA","google, docs, timeline, interactive, tools"
https://ona2010.sched.com/event/2ehD/google-for-journalists,2010,J-Camp,Room 12,#google,"Saturday October 30, 2010 11:30am - 12:30pm",Google for Journalists,Saturday,"NA","google, tools"
https://ona2010.sched.com/event/2egv/google-for-journalists,2010,J-Camp,Room 12,#google,"Friday October 29, 2010 11:30am - 12:30pm",Google for Journalists,Friday,"NA","google, tools"
https://ona2010.sched.com/event/2eh1/google-maps-earth-and-street-view-made-easy,2010,J-Camp,Room 12,#google,"Friday October 29, 2010  3:30pm -  4:30pm","Google: Maps, Earth and Street View Made Easy",Friday,"NA","google, tools, maps"
https://ona2010.sched.com/event/2egz/google-youtube-for-journalists,2010,J-Camp,Room 12,#google,"Friday October 29, 2010  2:15pm -  3:15pm",Google: YouTube for Journalists,Friday,"NA","google, youtube, video, tools"
https://ona2010.sched.com/event/2ehI/google-youtube-for-journalists,2010,J-Camp,Room 12,#google,"Saturday October 30, 2010  2:00pm -  3:00pm",Google: YouTube for Journalists,Saturday,"NA","google, youtube, video, tools"
https://ona17.journalists.org/sessions/deceptionandpropaganda/,2017,Newsgathering Tools + Techniques Track,Delaware Suite,#ONA17truth,Thursday – 3:30 PM – 4:30 PM,Government Propaganda and Media Manipulation,Thursday,"NA","government, tools"
https://ona14.journalists.org/sessions/midway-friday-3/,2014,NA,Sheraton Ballroom IV,#ona14mw,Friday - 3:00 PM - 4:00 PM,Interactive Info Graphics and Data Visualizations,Friday,"NA","newsapps, datavis, data"
https://ona15.journalists.org/sessions/yikyakandnews/,2015,Mobile Tools + Design Track,Los Angeles Room,#ONA15yy,Thursday - 3:00 PM - 4:00 PM,"Yik Yak, Swamp Juice and the Importance of the Hyperlocal Conversation",Thursday,"NA","local, social"
https://ona17.journalists.org/sessions/tabletalksavimmersive/,2017,"Audio, Video, Photo + Immersive Track",Delaware Suite,#ONA17,Friday – 10:00 AM – 12:00 PM,"Table Talks: Audio, Video, Photo + Immersive",Friday,"NA","immersive, audio, video, photo"
https://ona14.journalists.org/sessions/midway-thursday-7/,2014,NA,Sheraton Ballroom IV,#ona14mw,Thursday - 10:30 AM - 11:30 AM,Creating Immersive Cross-Platform Story Worlds,Thursday,"NA","immersive, datavis, VR"
https://ona17.journalists.org/sessions/vrfilmfest/,2017,"Audio, Video, Photo + Immersive Track",Washington 6,#ONA17MW,Saturday – 11:00 AM – 2:00 PM,Journalism 360 Immersive Storytelling Festival,Saturday,"NA","immersive, VR, 360"
https://ona17.journalists.org/sessions/midway1/,2017,"Audio, Video, Photo + Immersive Track",Washington 6,#ONA17mw,Thursday – 12:00 PM – 1:00 PM,"Deep Dive into Immersive Journalism: Learn How, Why, and Best Practices [Midway]",Thursday,"NA","immersive, VR, 360"
https://ona14.journalists.org/sessions/midway-saturday-15/,2014,NA,Sheraton Ballroom IV,#ona14mw,Saturday - 10:30 AM - 11:30 AM,Creating Immersive Cross-Platform Story Worlds,Saturday,"NA","immersive, VR, 360, datavis"
https://ona15.journalists.org/sessions/challengefund/,2015,Teaching + Training Track,Westwood Room,#hackcurriculum,Thursday - 3:00 PM - 4:00 PM,Collaborate + Innovate: Lessons from the Challenge Fund,Thursday,"NA","innovation, collaboration"
https://ona16.journalists.org/sessions/productthinking/,2016,Mobile Tools + Design Track,Centennial Ballroom H,#productify,Thursday - 2:30 PM - 3:30 PM,Product-ify Your Newsroom: Innovate with Product Thinking,Thursday,"NA","innovation, product"
https://ona17.journalists.org/sessions/smallteamprojects/,2017,Newsgathering Tools + Techniques Track,Marriott Ballroom Salon 1,#ONA17small,Friday – 3:30 PM – 4:30 PM,Under the Hood: Innovative Projects with Small Teams,Friday,"NA","innovation, small teams"
https://ona17.journalists.org/sessions/instagramlongform/,2017,Audience Engagement + Analytics Track,Washington 1,#ONA17insta,Saturday – 11:30 AM – 12:30 PM,Hacking the Square: Fitting Big Journalism on Instagram,Saturday,"NA","instagram, audience, analytics"
https://ona15.journalists.org/sessions/graphicsforsmallteams/,2015,Developer Tools + Tech Track,Sherman Oaks Room,#ONA15graphics,Saturday - 10:00 AM - 11:00 AM,Interactive Graphics for the Newsroom Couch Potato,Saturday,"NA","interactive, graphics"
https://ona14.journalists.org/sessions/midway-thursday-18/,2014,NA,Sheraton Ballroom IV,#ona14mw,Thursday - 12:30 PM - 1:00 PM,Tableau: Interactive Dashboards,Thursday,"NA","tableau, datavis"
https://ona14.journalists.org/sessions/midway-saturday-16/,2014,NA,Sheraton Ballroom IV,#ona14mw,Saturday - 2:00 PM - 3:00 PM,Interactive Info Graphics and Data Visualizations,Saturday,"NA","newsapps, datavis"
https://ona16.journalists.org/sessions/personalizedinteractives/,2016,Educators + students Track,Centennial Ballroom G,#ONA16interactives,Friday - 2:00 PM - 3:00 PM,Fitting in the News: Creating Personalized Interactives,Friday,"NA","newsapps, personalization"
https://ona2010.sched.com/event/2YKt/the-new-investigative-journalism-ecosystem,2010,Strategies,Auditorium,#ecosystem,"Friday October 29, 2010 10:15am - 11:15am",The New Investigative Journalism Ecosystem,Friday,"NA",investigative
https://ona14.journalists.org/sessions/ona-screening/,2014,NA,Chicago Ballroom VI,#ONA14,Thursday - 9:00 PM - 10:00 PM,"Sneak Preview: ""Merchants of Doubt""",Thursday,"NA",investigative
https://ona16.journalists.org/sessions/panamapapers/,2016,Newsgathering Tools + Techniques Track,Centennial Ballrooms D+E,#ONA16Panama,Thursday - 2:30 PM - 3:30 PM,"Panama Papers, or How To Coordinate a Secret in the Digital Age",Thursday,"NA","investigative, data"
http://journalist.org/2006conference/archives/000569.php,2006,NA,NA,NA,NA,Job Fair,NA,"NA",ONA
https://ona2010.sched.com/event/2egk/landing-the-job-a-master-class,2010,Career Summit & Job Fair,Congressional A-B,#landingjob,"Thursday October 28, 2010 12:30pm -  1:30pm",Landing the Job: A Master Class,Thursday,"NA",careers
https://ona14.journalists.org/sessions/karaoke/,2014,NA,Lizzie McNeil's Irish Pub,#ona14,Friday - 9:00 PM - 11:59 PM,Karaoke Party,Friday,"NA",ONA
https://ona14.journalists.org/sessions/friday-night-keynote/,2014,NA,Chicago Ballrooms VI + VII,#ona14innovate,Friday - 6:00 PM - 7:00 PM,Keynote: The Newsletter and the Library: Deep Dive into The New York Times Innovation Report,Friday,"NA",keynote
https://ona12.journalists.org/sessions/keynote-conversation-dick-costolo-and-emily-bell/,2012,Keynote,Grand Ballroom,#ONA12keynote,Friday - 1:00 pm,Keynote Conversation: Dick Costolo and Emily Bell,Friday,13:00:00,"keynote, startups"
http://journalist.org/2006conference/archives/000587.php,2006,NA,NA,NA,NA,"Opening keynote:  Adrian Van Klaveren, BBC",NA,"NA",keynote
https://ona17.journalists.org/sessions/expertinterviewadvice/,2017,Newsgathering Tools + Techniques Track,Marriott Ballroom Salon 3,#ONA17interview,Thursday – 11:00 AM – 12:00 PM,Expert Interview Advice from David A. Fahrenthold,Thursday,"NA",keynote
NA,2008,NA,Presidential Ballroom,NA,NA,Keynote Speaker Robert Scoble,NA,"NA",keynote
https://ona12.journalists.org/sessions/friday-night-networking-keynote-nasas-jpl-social-team-members/,2012,Keynote,Grand Ballroom BC,#ONA12keynote,Friday - 6:00 pm,Friday Night Networking Keynote: NASA’s JPL Social Team Members,Friday,18:00:00,keynote
http://journalist.org/2006conference/archives/000592.php#davidson,2006,NA,NA,NA,NA,Mike Davidson,NA,"NA",keynote
http://journalist.org/2006conference/archives/000592.php#jarvis,2006,NA,NA,NA,NA,Jeff Jarvis,NA,"NA","keynote, web"
http://journalist.org/2006conference/archives/000574.php,2006,NA,NA,NA,NA,"Keynote: Mark Cuban, HDnet and Dallas Mavericks",NA,"NA","keynote, startups"
https://ona13.journalists.org/sessions/saturday-morning-keynote/,2013,Keynote,Ballroom BCD,#ona13keynote,Saturday - 9:00 AM - 10:00 AM,KEYNOTE: Journalism in the Age of Surveillance,Saturday,"NA","keynote, security"
NA,2008,NA,Presidential Ballroom,NA,NA,GENERAL SESSION: Keynote Speaker Tina Brown,NA,"NA",keynote
https://ona14.journalists.org/sessions/lunch-keynote/,2014,Business + Leadership Track,Chicago Ballrooms,#ona14sesame,Saturday - 1:00 PM - 2:00 PM,Keynote: Can You Tell Me How To Get To … Our Next News Audience?,Saturday,"NA",keynote
https://ona16.journalists.org/sessions/openingkeynote/,2016,Keynote Track,Centennial Ballrooms,#ONA16fb,Thursday - 9:30 AM - 10:30 AM,OPENING KEYNOTE: Fireside Chat with Facebook’s Fidji Simo,Thursday,"NA",keynote
http://journalists.org/2007conference/archives/000744.php#tragedy,2007,NA,NA,NA,NA,Covering a Tragedy,NA,"NA","keynote, coverage"
https://ona14.journalists.org/sessions/opening-keynote/,2014,NA,Chicago Ballrooms,#ona14,Thursday - 9:30 AM - 10:30 AM,"Opening Keynote: All Eyes on Ferguson, Mo.",Thursday,"NA","keynote, diversity"
http://journalist.org/2006conference/archives/000592.php#arrington,2006,NA,NA,NA,NA,Mike Arrington,NA,"NA","keynote, startups"
https://ona13.journalists.org/sessions/law-school-part-3/,2013,Interactive,International 8,#newsroomlawschool,Friday - 2:45 PM - 3:45 PM,[Law School] Newsroom Law,Friday,"NA",law
https://ona14.journalists.org/sessions/midway-knight-9/,2014,NA,Sheraton Ballroom IV,#ona14mw,Saturday - 11:00 AM - 12:00 PM,Oyez Office Hours,Saturday,"NA",law
https://ona12.journalists.org/sessions/mini-law-school-for-digital-journalists/,2012,General Session,Bayview A-B,#ONA12law,Friday - 10:15 am,Mini Law School for Digital Journalists,Friday,10:15:00,law
https://ona16.journalists.org/sessions/legalpanel/,2016,Business + Revenue Track,Centennial Ballroom G,#ONA16law,Thursday - 4:00 PM - 5:00 PM,The Legal Panel,Thursday,"NA",law
https://ona13.journalists.org/sessions/law-school-part-2/,2013,Interactive,International 8,#ona13copyright,Friday - 11:45 AM - 12:45 PM,[Law School] Copyright Law,Friday,"NA",law
https://ona17.journalists.org/sessions/legalpanel/,2017,Business: Revenue + Ethics Track,Washington 1,#ONA17law,Friday – 3:30 PM – 4:30 PM,The Legal Panel,Friday,"NA","law, ethics"
https://ona15.journalists.org/sessions/legalpanel/,2015,Revenue + Ethics Track,Olympic Ballroom II,#ONA15law,Thursday - 3:00 PM - 4:00 PM,The Legal Panel,Thursday,"NA",legal
http://journalists.org/2007conference/archives/000744.php#legal,2007,NA,NA,NA,NA,Legal Panel-Civic South,NA,"NA",legal
http://journalist.org/2006conference/archives/000573.php#law,2006,NA,NA,NA,NA,Laying down the law,NA,"NA",legal
https://ona14.journalists.org/sessions/copyright/,2014,Legal + Ethics Track,Chicago Ballroom X,#ona14law,Friday - 4:00 PM - 5:00 PM,"[Law School] Hey, That Photo’s Mine! A Crash Course on Copyright Law",Friday,"NA",legal
https://ona14.journalists.org/sessions/legal-panel/,2014,Legal + Ethics Track,Chicago Ballroom IX,#ona14law,Thursday - 2:30 PM - 3:30 PM,[Law School] The Legal Panel,Thursday,"NA",legal
https://ona13.journalists.org/sessions/law-school-part-1/,2013,Interactive,Ballroom D,#ona13legal,Friday - 10:30 AM - 11:30 AM,[Law School] The Legal Panel,Friday,"NA",legal
https://ona2010.sched.com/event/2W3e/law-order-special-digital-unit,2010,Strategies,Auditorium,#law,"Friday October 29, 2010  3:30pm -  5:00pm",Law & Order: Special Digital Unit,Friday,"NA",legal
NA,2008,Be an Evangelist,Pan American Room,NA,NA,Legal Issues,NA,"NA",legal
https://ona14.journalists.org/sessions/midway-thursday-1/,2014,NA,Sheraton Ballroom IV,#ona14mw,Thursday - 10:00 AM - 11:00 AM,"Discovering, Licensing and Publishing Social Media Content with Outlet",Thursday,"NA","licensing, social"
https://ona14.journalists.org/sessions/women-leaders/,2014,Business + Leadership Track,Chicago Ballroom VI,#ona14ladylt,Thursday - 2:30 PM - 3:30 PM,Lady Leadership Lightning Talks,Thursday,"NA",diversity
https://ona13.journalists.org/sessions/linkedin-for-journalists-tutorial/,2013,NA,402,#ONA13,Thursday - 10:30 AM - 11:30 AM,LinkedIn for Journalists Tutorial,Thursday,"NA","linkedin, digital"
https://ona13.journalists.org/sessions/new-views-live-blogs/,2013,Workshop-demo,Imperial Ballroom,#ona13mw,Thursday - 3:00 PM - 3:45 PM,"New views for live blogs, a workshop and demo",Thursday,"NA",live
https://ona16.journalists.org/sessions/twowaychat/,2016,Audience Engagement + Analytics Track,Centennial Ballroom H,#ONA16chat,Thursday - 4:00 PM - 5:00 PM,Planning Chat for Scale by Predicting a Two-Way Conversation,Thursday,"NA",live
https://ona14.journalists.org/sessions/midway-thursday-6/,2014,NA,Sheraton Ballroom IV,#ona14mw,Thursday - 3:00 PM - 4:00 PM,It's All Journalism … LIVE!,Thursday,"NA","live, video"
https://ona15.journalists.org/sessions/livestreamlandscape/,2015,Mobile Tools + Design Track,Constellation Ballroom I,#ONA15ls,Saturday - 10:00 AM - 11:00 AM,The Live Stream Landscape,Saturday,"NA","live, video"
https://ona16.journalists.org/sessions/livestream2/,2016,Newsgathering Tools + Techniques Track,Mineral Rooms F+G,#ONA16lsbasics,Thursday - 4:00 PM - 5:00 PM,"F* It, We'll Do It Live: Workshopping The Hows & Whys Of Live Stream Part II",Thursday,"NA","live, video"
https://ona16.journalists.org/sessions/livestream1/,2016,Newsgathering Tools + Techniques Track,Mineral Rooms F+G,#ONA16lsbasics,Thursday - 2:30 PM - 3:30 PM,"F* It, We'll Do It Live: Workshopping The Hows & Whys Of Live Stream Part I",Thursday,"NA","live, video"
https://ona17.journalists.org/sessions/sponsored4/,2017,Newsgathering Tools + Techniques Track,Virginia A+B,#ONA17golocal,Friday – 10:00 AM – 11:00 AM,All Journalism Starts Local - Making it Count [Sponsored - Google],Friday,"NA",local
https://ona17.journalists.org/sessions/localdata/,2017,Newsgathering Tools + Techniques Track,Maryland A+B,#ONA17data,Saturday – 11:30 AM – 12:30 PM,Sharing Data and Insights for More Engaging Local Journalism,Saturday,"NA","local, data, analytics"
https://ona17.journalists.org/sessions/localnewsbusiness/,2017,Business: Revenue + Ethics Track,Maryland C,#ONA17localbiz,Thursday – 3:30 PM – 4:30 PM,What Kind of Local News Business Do You Want to Build?,Thursday,"NA","local, revenue"
https://ona16.journalists.org/sessions/adaptinglocalnewscasts/,2016,"Audio, Photo + Video Track",Centennial Ballroom C,#ONA16newscasts,Friday - 2:00 PM - 3:00 PM,Local Newscasts: Adapt or Die?,Friday,"NA","local, video"
https://ona13.journalists.org/sessions/open-source-templates-for-longform/,2013,Workshop,International 4,#snowfall4all,Thursday - 2:45 PM - 3:45 PM,"Building Open Source Templates for Longform, Or Snow Fall for All",Thursday,"NA","longform, snowfall"
https://ona13.journalists.org/sessions/unconference-10/,2013,NA,508,#onauncon,Saturday - 2:45 PM - 3:45 PM,[Unconference Session] How We Made A Long-Form Storytelling Machine,Saturday,"NA",machine learning
https://ona17.journalists.org/sessions/epicprojects/,2017,Newsgathering Tools + Techniques Track,Marriott Ballroom Salon 1,#ONA17epic,Friday – 2:00 PM – 3:00 PM,Under the Hood: Epic Projects for Epic Newsrooms,Friday,"NA",management
https://ona13.journalists.org/sessions/new-management-skills/,2013,Duo,Ballroom B,#newmgmtskills,Saturday - 10:30 AM - 11:30 AM,The New Management Skills,Saturday,"NA","management, newsroom"
https://ona14.journalists.org/sessions/data-stress/,2014,Newsgathering Tools + Techniques Track,Erie,#ona14maps,Thursday - 11:30 AM - 12:30 PM,"Do You Have Data Stress? Solving Challenges With Sweet, Sweet Maps",Thursday,"NA","maps, data"
https://ona13.journalists.org/sessions/a-map-to-mapping/,2013,Interactive,International 10,#forjournalism,Friday - 2:30 PM - 5:30 PM,[For Journalism] A Map to Mapping,Friday,"NA","maps, datavis"
https://ona14.journalists.org/sessions/cartodb/,2014,Tools + Tech for Developers Track,Erie,#cartodbmaps,Friday - 3:45 PM - 5:00 PM,CANCELLED: Getting Familiar with CartoDB,Friday,"NA","maps, datavis, tools"
https://ona2010.sched.com/event/2ehK/google-maps-earth-and-street-view-made-easy,2010,J-Camp,Room 12,#google,"Saturday October 30, 2010  3:15pm -  4:15pm","Google: Maps, Earth and Street View Made Easy",Saturday,"NA","maps, google, tools"
NA,2008,Multimedia Learning Lab,Massachusetts Room,NA,NA,Make Your Own Interactive Map,NA,"NA","maps, tools, datavis"
http://journalist.org/2006conference/archives/000573.php#bottomline,2006,NA,NA,NA,NA,Transforming media,NA,"NA",trends
NA,2008,Emerging Tech & the Newsroom,Federal A Room,NA,NA,The Next New Metrics,NA,"NA","metrics, analytics"
https://ona14.journalists.org/sessions/midway-free-time-1/,2014,NA,Sheraton Ballroom IV,#ona14mw,Thursday - 12:30 PM - 2:30 PM,Midway / Free Time,Thursday,"NA",ONA
https://ona13.journalists.org/sessions/digital-millenials-take-center-stage/,2013,NA,International 4,#ona13centerstage,Saturday - 11:45 AM - 12:45 PM,Digital Millennials Take Center Stage,Saturday,"NA",millenials
https://ona15.journalists.org/sessions/millennialstudies/,2015,Audience Engagement + Impact Track,Olympic Ballroom II,#ONA15mill,Saturday - 10:00 AM - 11:00 AM,Millennials Aren’t Just Snake People! Breaking Down The Monolith,Saturday,"NA","millenials, audience"
NA,2008,Emerging Tech & the Newsroom,Federal A Room,NA,NA,Mobile Platforms,NA,"NA",mobile
https://ona16.journalists.org/sessions/sponsoredknight/,2016,Newsgathering Tools + Techniques Track,Mineral Room B+C,#ONA16Knight,Friday - 11:30 AM - 12:30 PM,Knight Foundation: Inside the Guardian Mobile Innovation Lab and MIT’s Electome [Sponsored],Friday,"NA",mobile
http://journalist.org/2006conference/archives/000573.php#mojo,2006,NA,NA,NA,NA,MoJo lessons,NA,"NA",mobile
https://ona13.journalists.org/sessions/awesome-ize-your-mobile-toolkit/,2013,Panel,Ballroom C,#mobile1st,Thursday - 10:30 AM - 11:30 AM,21 Ways to Awesome-ize Your Mobile Toolkit,Thursday,"NA",mobile
https://ona13.journalists.org/sessions/20-tips-to-turbocharge/,2013,Panel,Ballroom B,#20mobile,Thursday - 2:45 PM - 3:45 PM,20 Tips to Turbocharge Your Mobile Efforts (Before It's Too Late),Thursday,"NA",mobile
https://ona16.journalists.org/sessions/contentfirst/,2016,Mobile Tools + Design Track,Mineral Rooms F+G,#ONA16content,Thursday - 11:30 AM - 12:30 PM,It’s Not Mobile First. Think Content First.,Thursday,"NA",mobile
https://ona13.journalists.org/sessions/visweek-create/,2013,hackathon,Imperial Ballroom,#ONA13,Thursday - 2:00 PM - 5:00 PM,Hackathon: Mobile and Breaking News with Visweek,Thursday,"NA",mobile
https://ona14.journalists.org/sessions/50-percent-mobile/,2014,Mobile Track,Chicago Ballroom IX,#halfmobile,Friday - 11:30 AM - 12:30 PM,We're 50% Mobile. Now What?,Friday,"NA",mobile
https://ona15.journalists.org/sessions/babyscreens/,2015,Mobile Tools + Design Track,Constellation Ballroom I,#babyscreens,Thursday - 3:00 PM - 4:00 PM,"Big Stories, Baby Screens",Thursday,"NA",mobile
https://ona16.journalists.org/sessions/sponsoredgoogle/,2016,Mobile Tools + Design Track,Mineral Room B+C,#ONA16Google,Friday - 10:00 AM - 11:00 AM,Google: Dialing Up on Mobile to Reach Readers and Push Performance [Sponsored],Friday,"NA","mobile, analytics"
https://ona14.journalists.org/sessions/app-analytics/,2014,Engagement + Audience Development Track,Columbus A+B,#approulette,Thursday - 11:30 AM - 12:30 PM,App Roulette: How Do I Know if My Product Will Succeed?,Thursday,"NA","mobile, apps"
https://ona2010.sched.com/event/2ZgH/android-ipad-and-beyond,2010,Tools,Grand Ballroom South,#mobile,"Saturday October 30, 2010 11:30am - 12:30pm","Android, iPad and Beyond",Saturday,"NA","mobile, apps"
http://journalist.org/2006conference/archives/000573.php#wap,2006,NA,NA,NA,NA,What about WAP,NA,"NA","mobile, apps"
https://ona13.journalists.org/sessions/smart-news-dumb-phones/,2013,Interactive,International 6,#mobileonlyaud,Thursday - 4:15 PM - 5:00 PM,"Smart News, Dumb Phones: Reporting and Publishing for Mobile-Only Audiences",Thursday,"NA","mobile, beat reporting"
https://ona14.journalists.org/sessions/mobile-classrooms/,2014,Teaching + Training Track,Erie,#mobileed,Friday - 9:30 AM - 12:30 PM,Going Mobile: Best Practices for Staff and Students,Friday,"NA","mobile, college"
https://ona13.journalists.org/sessions/mobile-and-breaking-news-challenges/,2013,Workshop,A 706-707,#newsvis,Thursday - 8:30 AM - 11:30 AM,Mobile and Breaking News: New Challenges for News Information Visualizations,Thursday,"NA","mobile, datavis"
https://ona16.journalists.org/sessions/tabletalksmobile/,2016,Mobile Tools + Design Track,Centennial Ballroom H,#ona16,Friday - 10:00 AM - 12:00 PM,Table Talks: Mobile Tools + Design,Friday,"NA","mobile, design"
https://ona15.journalists.org/sessions/instagramtraining/,2015,Mobile Tools + Design Track,Palisades Room,#ONA15insta,Thursday - 1:30 PM - 2:30 PM,[RSVP] Mobile Bootcamp: Instagram (offered twice),Thursday,"NA","mobile, instagram"
https://ona15.journalists.org/sessions/instagramtraining2/,2015,Mobile Tools + Design Track,Malibu Room,#ONA15insta,Saturday - 11:30 AM - 12:30 PM,[RSVP] Mobile Bootcamp: Instagram (offered twice),Saturday,"NA","mobile, instagram"
https://ona14.journalists.org/sessions/news-games/,2014,Mobile Track,Mayfair,#ona14newsgames,Thursday - 11:30 AM - 12:30 PM,Game On: Designing Playful Interactives to Educate and Inspire,Thursday,"NA","mobile, newsapps"
https://ona17.journalists.org/sessions/sponsored7/,2017,Mobile Tools + Design Track,Virginia A+B,#ONA17push,Saturday – 11:30 AM – 12:30 PM,Pushes of Note: Best Practices in Mobile Notifications [Sponsored by Knight Foundation],Saturday,"NA","mobile, notifications"
https://ona15.journalists.org/sessions/periscopetraining2/,2015,Mobile Tools + Design Track,Palisades Room,#ONA15periscope,Thursday - 4:30 PM - 5:30 PM,[RSVP] Mobile Bootcamp: Periscope (offered twice),Thursday,"NA","mobile, periscope, video, live"
https://ona14.journalists.org/sessions/instagram-bootcamp/,2014,Newsgathering Tools + Techniques Track,Mayfair,#ona14insta,Friday - 9:00 AM - 10:00 AM,Mobile Bootcamp: Instagram,Friday,"NA","mobile, photography"
https://ona15.journalists.org/sessions/snapchattraining2/,2015,Mobile Tools + Design Track,Encino Room,#ONA15snap,Friday - 1:30 PM - 2:30 PM,[RSVP] Mobile Bootcamp: Snapchat (offered twice),Friday,"NA","mobile, snapchat"
